"","Date","Species","GrowthT","Rep","Root_Rmass","Root_Rarea","Root_Tmeas","genus","species","Root_Tmeas2","individual"
"386","1/15/15","P.pinea",15,"r1",-0.00117,-0.08,14.49,"Pinus","pinea",209.9601,"Pinuspinea15r1"
"387","1/15/15","P.pinea",15,"r1",-0.004329,-0.3,23.05,"Pinus","pinea",531.3025,"Pinuspinea15r1"
"388","1/15/15","P.pinea",15,"r1",-0.005146,-0.36,32,"Pinus","pinea",1024,"Pinuspinea15r1"
"389","1/15/15","P.pinea",15,"r1",-0.005843,-0.41,41.15,"Pinus","pinea",1693.3225,"Pinuspinea15r1"
"390","1/15/15","P.pinea",15,"r1",-0.003656,-0.26,45.31,"Pinus","pinea",2052.9961,"Pinuspinea15r1"
"401","12/18/14","P.pinea",20,"r1",-0.008523,-0.67,13.88,"Pinus","pinea",192.6544,"Pinuspinea20r1"
"402","12/18/14","P.pinea",20,"r1",-0.02106,-1.66,22.94,"Pinus","pinea",526.2436,"Pinuspinea20r1"
"403","12/18/14","P.pinea",20,"r1",-0.021698,-1.72,31.96,"Pinus","pinea",1021.4416,"Pinuspinea20r1"
"404","12/18/14","P.pinea",20,"r1",-0.017296,-1.37,40.95,"Pinus","pinea",1676.9025,"Pinuspinea20r1"
"405","12/18/14","P.pinea",20,"r1",-0.001884,-0.15,45.81,"Pinus","pinea",2098.5561,"Pinuspinea20r1"
"416","12/1/14","P.pinea",25,"r1",-0.010089,-0.83,13.96,"Pinus","pinea",194.8816,"Pinuspinea25r1"
"417","12/1/14","P.pinea",25,"r1",-0.007896,-0.65,23.05,"Pinus","pinea",531.3025,"Pinuspinea25r1"
"418","12/1/14","P.pinea",25,"r1",-0.009034,-0.75,31.82,"Pinus","pinea",1012.5124,"Pinuspinea25r1"
"419","12/1/14","P.pinea",25,"r1",-0.012025,-0.99,40.78,"Pinus","pinea",1663.0084,"Pinuspinea25r1"
"420","12/1/14","P.pinea",25,"r1",-0.013013,-1.07,44.73,"Pinus","pinea",2000.7729,"Pinuspinea25r1"
"421","12/1/14","P.pinea",25,"r2",-0.009752,-0.73,14.02,"Pinus","pinea",196.5604,"Pinuspinea25r2"
"422","12/1/14","P.pinea",25,"r2",-0.003878,-0.29,23,"Pinus","pinea",529,"Pinuspinea25r2"
"423","12/1/14","P.pinea",25,"r2",-0.004272,-0.32,31.78,"Pinus","pinea",1009.9684,"Pinuspinea25r2"
"424","12/1/14","P.pinea",25,"r2",-0.010124,-0.76,41.07,"Pinus","pinea",1686.7449,"Pinuspinea25r2"
"425","12/1/14","P.pinea",25,"r2",-0.0131,-0.98,47.05,"Pinus","pinea",2213.7025,"Pinuspinea25r2"
"431","1/26/15","P.pinea",30,"r1",-0.002111,-0.29,14.03,"Pinus","pinea",196.8409,"Pinuspinea30r1"
"432","1/26/15","P.pinea",30,"r1",-0.004361,-0.6,23.03,"Pinus","pinea",530.3809,"Pinuspinea30r1"
"433","1/26/15","P.pinea",30,"r1",-0.005132,-0.71,32.03,"Pinus","pinea",1025.9209,"Pinuspinea30r1"
"434","1/26/15","P.pinea",30,"r1",-0.005488,-0.76,40.98,"Pinus","pinea",1679.3604,"Pinuspinea30r1"
"435","1/26/15","P.pinea",30,"r1",-0.003203,-0.44,44.17,"Pinus","pinea",1950.9889,"Pinuspinea30r1"
"446","1/20/15","P.sylvestris",15,"r1",-0.002786,-0.3,14.02,"Pinus","sylvestris",196.5604,"Pinussylvestris15r1"
"447","1/20/15","P.sylvestris",15,"r1",-0.003452,-0.38,22.95,"Pinus","sylvestris",526.7025,"Pinussylvestris15r1"
"448","1/20/15","P.sylvestris",15,"r1",-0.005085,-0.56,32.03,"Pinus","sylvestris",1025.9209,"Pinussylvestris15r1"
"449","1/20/15","P.sylvestris",15,"r1",-0.010246,-1.12,41.04,"Pinus","sylvestris",1684.2816,"Pinussylvestris15r1"
"450","1/20/15","P.sylvestris",15,"r1",-0.00686,-0.75,44.42,"Pinus","sylvestris",1973.1364,"Pinussylvestris15r1"
"461","1/13/15","P.sylvestris",20,"r2",-0.007429,-0.64,13.97,"Pinus","sylvestris",195.1609,"Pinussylvestris20r2"
"462","1/13/15","P.sylvestris",20,"r2",-0.013548,-1.17,22.91,"Pinus","sylvestris",524.8681,"Pinussylvestris20r2"
"463","1/13/15","P.sylvestris",20,"r2",-0.018933,-1.63,32.03,"Pinus","sylvestris",1025.9209,"Pinussylvestris20r2"
"464","1/13/15","P.sylvestris",20,"r2",-0.016954,-1.46,41.13,"Pinus","sylvestris",1691.6769,"Pinussylvestris20r2"
"465","1/13/15","P.sylvestris",20,"r2",NA,NA,44.86,"Pinus","sylvestris",2012.4196,"Pinussylvestris20r2"
"466","12/10/14","P.sylvestris",25,"r1",-0.006133,-0.61,13.9,"Pinus","sylvestris",193.21,"Pinussylvestris25r1"
"467","12/10/14","P.sylvestris",25,"r1",-0.016589,-1.66,22.98,"Pinus","sylvestris",528.0804,"Pinussylvestris25r1"
"468","12/10/14","P.sylvestris",25,"r1",-0.015692,-1.57,31.99,"Pinus","sylvestris",1023.3601,"Pinussylvestris25r1"
"469","12/10/14","P.sylvestris",25,"r1",-0.016986,-1.7,40.98,"Pinus","sylvestris",1679.3604,"Pinussylvestris25r1"
"470","12/10/14","P.sylvestris",25,"r1",-0.012593,-1.26,44.76,"Pinus","sylvestris",2003.4576,"Pinussylvestris25r1"
"471","12/10/14","P.sylvestris",25,"r2",-0.008759,-0.76,13.74,"Pinus","sylvestris",188.7876,"Pinussylvestris25r2"
"472","12/10/14","P.sylvestris",25,"r2",-0.006119,-0.56,23.11,"Pinus","sylvestris",534.0721,"Pinussylvestris25r2"
"473","12/10/14","P.sylvestris",25,"r2",-0.008731,-0.76,31.19,"Pinus","sylvestris",972.8161,"Pinussylvestris25r2"
"474","12/10/14","P.sylvestris",25,"r2",-0.00883,-0.76,40.53,"Pinus","sylvestris",1642.6809,"Pinussylvestris25r2"
"475","12/10/14","P.sylvestris",25,"r2",-0.011723,-1.01,48.13,"Pinus","sylvestris",2316.4969,"Pinussylvestris25r2"
"481","1/29/15","P.sylvestris",30,"r1",-0.002006,-0.22,13.93,"Pinus","sylvestris",194.0449,"Pinussylvestris30r1"
"482","1/29/15","P.sylvestris",30,"r1",-0.003306,-0.37,23.11,"Pinus","sylvestris",534.0721,"Pinussylvestris30r1"
"483","1/29/15","P.sylvestris",30,"r1",-0.004308,-0.48,31.99,"Pinus","sylvestris",1023.3601,"Pinussylvestris30r1"
"484","1/29/15","P.sylvestris",30,"r1",-0.007348,-0.82,41,"Pinus","sylvestris",1681,"Pinussylvestris30r1"
"485","1/29/15","P.sylvestris",30,"r1",-0.006612,-0.74,44.71,"Pinus","sylvestris",1998.9841,"Pinussylvestris30r1"
"486","1/29/15","P.sylvestris",30,"r2",-0.003087,-0.31,13.87,"Pinus","sylvestris",192.3769,"Pinussylvestris30r2"
"487","1/29/15","P.sylvestris",30,"r2",-0.005011,-0.5,22.99,"Pinus","sylvestris",528.5401,"Pinussylvestris30r2"
"488","1/29/15","P.sylvestris",30,"r2",-0.009051,-0.91,32.09,"Pinus","sylvestris",1029.7681,"Pinussylvestris30r2"
"489","1/29/15","P.sylvestris",30,"r2",-0.009955,-1,41.15,"Pinus","sylvestris",1693.3225,"Pinussylvestris30r2"
"490","1/29/15","P.sylvestris",30,"r2",-0.008655,-0.87,44.35,"Pinus","sylvestris",1966.9225,"Pinussylvestris30r2"
"491","1/29/15","P.sylvestris",30,"r3",-0.004721,-0.52,13.84,"Pinus","sylvestris",191.5456,"Pinussylvestris30r3"
"492","1/29/15","P.sylvestris",30,"r3",-0.005525,-0.61,22.98,"Pinus","sylvestris",528.0804,"Pinussylvestris30r3"
"493","1/29/15","P.sylvestris",30,"r3",-0.008717,-0.96,32,"Pinus","sylvestris",1024,"Pinussylvestris30r3"
"494","1/29/15","P.sylvestris",30,"r3",-0.008736,-0.97,40.95,"Pinus","sylvestris",1676.9025,"Pinussylvestris30r3"
"495","1/29/15","P.sylvestris",30,"r3",NA,NA,46.57,"Pinus","sylvestris",2168.7649,"Pinussylvestris30r3"
"496","11/24/14","P.sylvestris",35,"r1",-0.004267,-0.33,13.98,"Pinus","sylvestris",195.4404,"Pinussylvestris35r1"
"497","11/24/14","P.sylvestris",35,"r1",-0.006815,-0.53,23.1,"Pinus","sylvestris",533.61,"Pinussylvestris35r1"
"498","11/24/14","P.sylvestris",35,"r1",-0.010724,-0.83,31.19,"Pinus","sylvestris",972.8161,"Pinussylvestris35r1"
"499","11/24/14","P.sylvestris",35,"r1",-0.009941,-0.77,41.74,"Pinus","sylvestris",1742.2276,"Pinussylvestris35r1"
"500","11/24/14","P.sylvestris",35,"r1",-0.01251,-0.97,44.19,"Pinus","sylvestris",1952.7561,"Pinussylvestris35r1"
"501","11/24/14","P.sylvestris",35,"r3",-0.007343,-0.58,13.9,"Pinus","sylvestris",193.21,"Pinussylvestris35r3"
"502","11/24/14","P.sylvestris",35,"r3",-0.0079,-0.62,22.92,"Pinus","sylvestris",525.3264,"Pinussylvestris35r3"
"503","11/24/14","P.sylvestris",35,"r3",-0.010067,-0.8,31.79,"Pinus","sylvestris",1010.6041,"Pinussylvestris35r3"
"504","11/24/14","P.sylvestris",35,"r3",-0.008591,-0.68,40.81,"Pinus","sylvestris",1665.4561,"Pinussylvestris35r3"
"505","11/24/14","P.sylvestris",35,"r3",-0.013139,-1.04,46.18,"Pinus","sylvestris",2132.5924,"Pinussylvestris35r3"
"506","11/24/14","P.sylvestris",35,"r2",-0.010286,-0.6,13.8,"Pinus","sylvestris",190.44,"Pinussylvestris35r2"
"507","11/24/14","P.sylvestris",35,"r2",-0.013444,-0.78,22.66,"Pinus","sylvestris",513.4756,"Pinussylvestris35r2"
"508","11/24/14","P.sylvestris",35,"r2",-0.0092,-0.53,31.75,"Pinus","sylvestris",1008.0625,"Pinussylvestris35r2"
"509","11/24/14","P.sylvestris",35,"r2",-0.009183,-0.53,40.6,"Pinus","sylvestris",1648.36,"Pinussylvestris35r2"
"510","11/24/14","P.sylvestris",35,"r2",-0.007797,-0.45,44.71,"Pinus","sylvestris",1998.9841,"Pinussylvestris35r2"
"511","1/14/15","Z.mays",15,"r1",-0.00185,-0.18,13.97,"Zea","mays",195.1609,"Zeamays15r1"
"512","1/14/15","Z.mays",15,"r1",-0.005851,-0.56,23.02,"Zea","mays",529.9204,"Zeamays15r1"
"513","1/14/15","Z.mays",15,"r1",-0.003627,-0.35,32.04,"Zea","mays",1026.5616,"Zeamays15r1"
"514","1/14/15","Z.mays",15,"r1",-0.006143,-0.59,41.09,"Zea","mays",1688.3881,"Zeamays15r1"
"515","1/14/15","Z.mays",15,"r1",-0.009132,-0.87,44.96,"Zea","mays",2021.4016,"Zeamays15r1"
"516","1/14/15","Z.mays",15,"r2",-0.008466,-0.92,14.02,"Zea","mays",196.5604,"Zeamays15r2"
"517","1/14/15","Z.mays",15,"r2",-0.018212,-1.99,22.94,"Zea","mays",526.2436,"Zeamays15r2"
"518","1/14/15","Z.mays",15,"r2",-0.019422,-2.12,32.14,"Zea","mays",1032.9796,"Zeamays15r2"
"519","1/14/15","Z.mays",15,"r2",-0.033133,-3.61,41.1,"Zea","mays",1689.21,"Zeamays15r2"
"520","1/14/15","Z.mays",15,"r2",-0.030262,-3.3,44.87,"Zea","mays",2013.3169,"Zeamays15r2"
"521","1/14/15","Z.mays",15,"r3",-0.006308,-0.75,13.9,"Zea","mays",193.21,"Zeamays15r3"
"522","1/14/15","Z.mays",15,"r3",-0.009894,-1.18,22.89,"Zea","mays",523.9521,"Zeamays15r3"
"523","1/14/15","Z.mays",15,"r3",-0.015083,-1.8,31.94,"Zea","mays",1020.1636,"Zeamays15r3"
"524","1/14/15","Z.mays",15,"r3",-0.01733,-2.06,40.95,"Zea","mays",1676.9025,"Zeamays15r3"
"525","1/14/15","Z.mays",15,"r3",-0.012601,-1.5,45.77,"Zea","mays",2094.8929,"Zeamays15r3"
"526","12/15/14","Z.mays",20,"r1",-0.008419,-0.82,13.99,"Zea","mays",195.7201,"Zeamays20r1"
"527","12/15/14","Z.mays",20,"r1",-0.01533,-1.49,22.81,"Zea","mays",520.2961,"Zeamays20r1"
"528","12/15/14","Z.mays",20,"r1",-0.014624,-1.43,32.03,"Zea","mays",1025.9209,"Zeamays20r1"
"529","12/15/14","Z.mays",20,"r1",-0.01537,-1.5,40.85,"Zea","mays",1668.7225,"Zeamays20r1"
"530","12/15/14","Z.mays",20,"r1",-0.00943,-0.92,45.25,"Zea","mays",2047.5625,"Zeamays20r1"
"531","12/15/14","Z.mays",20,"r2",-0.009786,-1.09,14.01,"Zea","mays",196.2801,"Zeamays20r2"
"532","12/15/14","Z.mays",20,"r2",-0.006722,-0.75,23.08,"Zea","mays",532.6864,"Zeamays20r2"
"533","12/15/14","Z.mays",20,"r2",-0.018059,-2,32.11,"Zea","mays",1031.0521,"Zeamays20r2"
"534","12/15/14","Z.mays",20,"r2",-0.022488,-2.49,41.2,"Zea","mays",1697.44,"Zeamays20r2"
"535","12/15/14","Z.mays",20,"r2",-0.015412,-1.71,49.83,"Zea","mays",2483.0289,"Zeamays20r2"
"541","12/22/14","Z.mays",25,"r1",-0.015046,-1.23,13.9,"Zea","mays",193.21,"Zeamays25r1"
"542","12/22/14","Z.mays",25,"r1",-0.0092,-0.75,23.12,"Zea","mays",534.5344,"Zeamays25r1"
"543","12/22/14","Z.mays",25,"r1",-0.010454,-0.86,31.9,"Zea","mays",1017.61,"Zeamays25r1"
"544","12/22/14","Z.mays",25,"r1",-0.007896,-0.65,41.24,"Zea","mays",1700.7376,"Zeamays25r1"
"545","12/22/14","Z.mays",25,"r1",-0.000175,-0.01,45,"Zea","mays",2025,"Zeamays25r1"
"551","12/22/14","Z.mays",25,"r3",-0.020854,-2.08,13.88,"Zea","mays",192.6544,"Zeamays25r3"
"552","12/22/14","Z.mays",25,"r3",-0.008515,-0.85,22.96,"Zea","mays",527.1616,"Zeamays25r3"
"553","12/22/14","Z.mays",25,"r3",-0.012622,-1.26,31.98,"Zea","mays",1022.7204,"Zeamays25r3"
"554","12/22/14","Z.mays",25,"r3",-0.009821,-0.98,40.86,"Zea","mays",1669.5396,"Zeamays25r3"
"555","12/22/14","Z.mays",25,"r3",-0.016309,-1.62,46.41,"Zea","mays",2153.8881,"Zeamays25r3"
"556","1/21/15","Z.mays",30,"r2",-0.009591,-0.82,13.99,"Zea","mays",195.7201,"Zeamays30r2"
"557","1/21/15","Z.mays",30,"r2",-0.019991,-1.72,23.02,"Zea","mays",529.9204,"Zeamays30r2"
"558","1/21/15","Z.mays",30,"r2",-0.022098,-1.9,32.12,"Zea","mays",1031.6944,"Zeamays30r2"
"559","1/21/15","Z.mays",30,"r2",-0.034451,-2.96,41.17,"Zea","mays",1694.9689,"Zeamays30r2"
"560","1/21/15","Z.mays",30,"r2",-0.029955,-2.57,45.11,"Zea","mays",2034.9121,"Zeamays30r2"
"566","3/12/15","Z.mays",30,"r4",NA,NA,13.98,"Zea","mays",195.4404,"Zeamays30r4"
"567","3/12/15","Z.mays",30,"r4",-0.008593,-1.2,22.88,"Zea","mays",523.4944,"Zeamays30r4"
"568","3/12/15","Z.mays",30,"r4",-0.006138,-0.85,31.93,"Zea","mays",1019.5249,"Zeamays30r4"
"569","3/12/15","Z.mays",30,"r4",-0.012226,-1.7,40.96,"Zea","mays",1677.7216,"Zeamays30r4"
"570","3/12/15","Z.mays",30,"r4",-0.011458,-1.6,44.1,"Zea","mays",1944.81,"Zeamays30r4"
"571","3/12/15","Z.mays",30,"r5",-0.007614,-0.88,14.15,"Zea","mays",200.2225,"Zeamays30r5"
"572","3/12/15","Z.mays",30,"r5",-0.012167,-1.4,23.06,"Zea","mays",531.7636,"Zeamays30r5"
"573","3/12/15","Z.mays",30,"r5",-0.013915,-1.6,31.89,"Zea","mays",1016.9721,"Zeamays30r5"
"574","3/12/15","Z.mays",30,"r5",-0.017251,-1.98,41.15,"Zea","mays",1693.3225,"Zeamays30r5"
"575","3/12/15","Z.mays",30,"r5",-0.009146,-1.05,44.48,"Zea","mays",1978.4704,"Zeamays30r5"
"576","3/12/15","Z.mays",30,"r6",-0.007678,-1.22,13.91,"Zea","mays",193.4881,"Zeamays30r6"
"577","3/12/15","Z.mays",30,"r6",-0.014726,-2.35,23,"Zea","mays",529,"Zeamays30r6"
"578","3/12/15","Z.mays",30,"r6",-0.011358,-1.81,32.04,"Zea","mays",1026.5616,"Zeamays30r6"
"579","3/12/15","Z.mays",30,"r6",-0.009879,-1.57,40.93,"Zea","mays",1675.2649,"Zeamays30r6"
"580","3/12/15","Z.mays",30,"r6",-0.008107,-1.29,46.53,"Zea","mays",2165.0409,"Zeamays30r6"
"581","1/30/15","Z.mays",35,"r1",-0.003619,-0.35,13.76,"Zea","mays",189.3376,"Zeamays35r1"
"582","1/30/15","Z.mays",35,"r1",-0.004851,-0.47,22.88,"Zea","mays",523.4944,"Zeamays35r1"
"583","1/30/15","Z.mays",35,"r1",-0.006269,-0.6,31.99,"Zea","mays",1023.3601,"Zeamays35r1"
"584","1/30/15","Z.mays",35,"r1",-0.003514,-0.34,40.99,"Zea","mays",1680.1801,"Zeamays35r1"
"585","1/30/15","Z.mays",35,"r1",-0.004043,-0.39,44.35,"Zea","mays",1966.9225,"Zeamays35r1"
"586","1/30/15","Z.mays",35,"r2",-0.003021,-0.32,14.06,"Zea","mays",197.6836,"Zeamays35r2"
"587","1/30/15","Z.mays",35,"r2",-0.008983,-0.95,23.13,"Zea","mays",534.9969,"Zeamays35r2"
"588","1/30/15","Z.mays",35,"r2",-0.011194,-1.19,32.13,"Zea","mays",1032.3369,"Zeamays35r2"
"589","1/30/15","Z.mays",35,"r2",-0.011876,-1.26,41.08,"Zea","mays",1687.5664,"Zeamays35r2"
"590","1/30/15","Z.mays",35,"r2",-0.006403,-0.68,44.03,"Zea","mays",1938.6409,"Zeamays35r2"
"591","1/30/15","Z.mays",35,"r3",NA,NA,13.85,"Zea","mays",191.8225,"Zeamays35r3"
"592","1/30/15","Z.mays",35,"r3",-0.009637,-0.96,22.88,"Zea","mays",523.4944,"Zeamays35r3"
"593","1/30/15","Z.mays",35,"r3",-0.014173,-1.4,31.91,"Zea","mays",1018.2481,"Zeamays35r3"
"594","1/30/15","Z.mays",35,"r3",-0.015561,-1.54,40.92,"Zea","mays",1674.4464,"Zeamays35r3"
"595","1/30/15","Z.mays",35,"r3",-0.012041,-1.19,45.74,"Zea","mays",2092.1476,"Zeamays35r3"
