"","Date","Species","GrowthT","Rep","Stem_Rmass","Stem_Rarea","Stem_Tmeas","genus","species","Stem_Tmeas2","individual"
"255","1/9/15","P.nigra",20,"r1",-0.011858,-3.02,44.94,"Pinus","nigra",2019.6036,"Pinusnigra20r1"
"256","1/9/15","P.nigra",20,"r2",-0.002544,-1.83,13.9,"Pinus","nigra",193.21,"Pinusnigra20r2"
"257","1/9/15","P.nigra",20,"r2",-0.008915,-6.42,23.02,"Pinus","nigra",529.9204,"Pinusnigra20r2"
"258","1/9/15","P.nigra",20,"r2",-0.014925,-10.76,32.05,"Pinus","nigra",1027.2025,"Pinusnigra20r2"
"259","1/9/15","P.nigra",20,"r2",-0.021708,-15.64,41.08,"Pinus","nigra",1687.5664,"Pinusnigra20r2"
"260","1/9/15","P.nigra",20,"r2",-0.016846,-12.14,45.46,"Pinus","nigra",2066.6116,"Pinusnigra20r2"
"261","1/9/15","P.nigra",20,"r3",-0.003578,-2.58,13.9,"Pinus","nigra",193.21,"Pinusnigra20r3"
"262","1/9/15","P.nigra",20,"r3",-0.011209,-8.1,22.97,"Pinus","nigra",527.6209,"Pinusnigra20r3"
"263","1/9/15","P.nigra",20,"r3",-0.022689,-16.39,32.02,"Pinus","nigra",1025.2804,"Pinusnigra20r3"
"264","1/9/15","P.nigra",20,"r3",-0.019362,-13.98,40.93,"Pinus","nigra",1675.2649,"Pinusnigra20r3"
"265","1/9/15","P.nigra",20,"r3",-0.021534,-15.55,46.65,"Pinus","nigra",2176.2225,"Pinusnigra20r3"
"266","12/11/14","P.nigra",25,"r1",-0.002035,-0.46,13.78,"Pinus","nigra",189.8884,"Pinusnigra25r1"
"267","12/11/14","P.nigra",25,"r1",-0.007218,-1.65,22.97,"Pinus","nigra",527.6209,"Pinusnigra25r1"
"268","12/11/14","P.nigra",25,"r1",-0.010578,-2.41,31.85,"Pinus","nigra",1014.4225,"Pinusnigra25r1"
"269","12/11/14","P.nigra",25,"r1",-0.015187,-3.47,40.92,"Pinus","nigra",1674.4464,"Pinusnigra25r1"
"270","12/11/14","P.nigra",25,"r1",-0.010872,-2.48,44.59,"Pinus","nigra",1988.2681,"Pinusnigra25r1"
"271","12/11/14","P.nigra",25,"r2",-0.004208,-2.79,13.86,"Pinus","nigra",192.0996,"Pinusnigra25r2"
"272","12/11/14","P.nigra",25,"r2",-0.007273,-4.81,22.99,"Pinus","nigra",528.5401,"Pinusnigra25r2"
"273","12/11/14","P.nigra",25,"r2",-0.013799,-9.13,32.01,"Pinus","nigra",1024.6401,"Pinusnigra25r2"
"274","12/11/14","P.nigra",25,"r2",-0.018549,-12.28,40.9,"Pinus","nigra",1672.81,"Pinusnigra25r2"
"275","12/11/14","P.nigra",25,"r2",-0.018363,-12.16,49.78,"Pinus","nigra",2478.0484,"Pinusnigra25r2"
"276","12/11/14","P.nigra",25,"r3",-0.014113,-7.72,13.87,"Pinus","nigra",192.3769,"Pinusnigra25r3"
"277","12/11/14","P.nigra",25,"r3",-0.010701,-5.86,22.91,"Pinus","nigra",524.8681,"Pinusnigra25r3"
"278","12/11/14","P.nigra",25,"r3",-0.012584,-6.89,31.91,"Pinus","nigra",1018.2481,"Pinusnigra25r3"
"279","12/11/14","P.nigra",25,"r3",-0.014324,-7.84,40.9,"Pinus","nigra",1672.81,"Pinusnigra25r3"
"280","12/11/14","P.nigra",25,"r3",-0.014207,-7.77,45.37,"Pinus","nigra",2058.4369,"Pinusnigra25r3"
"281","1/28/15","P.nigra",30,"r1",-0.001585,-0.39,13.96,"Pinus","nigra",194.8816,"Pinusnigra30r1"
"282","1/28/15","P.nigra",30,"r1",-0.004918,-1.23,23.06,"Pinus","nigra",531.7636,"Pinusnigra30r1"
"283","1/28/15","P.nigra",30,"r1",-0.007643,-1.9,32.02,"Pinus","nigra",1025.2804,"Pinusnigra30r1"
"284","1/28/15","P.nigra",30,"r1",-0.010903,-2.72,40.85,"Pinus","nigra",1668.7225,"Pinusnigra30r1"
"285","1/28/15","P.nigra",30,"r1",-0.009573,-2.39,44.67,"Pinus","nigra",1995.4089,"Pinusnigra30r1"
"286","1/28/15","P.nigra",30,"r3",-0.003074,-2.16,13.92,"Pinus","nigra",193.7664,"Pinusnigra30r3"
"287","1/28/15","P.nigra",30,"r3",-0.006859,-4.82,22.95,"Pinus","nigra",526.7025,"Pinusnigra30r3"
"288","1/28/15","P.nigra",30,"r3",-0.010761,-7.56,31.99,"Pinus","nigra",1023.3601,"Pinusnigra30r3"
"289","1/28/15","P.nigra",30,"r3",-0.013614,-9.56,40.95,"Pinus","nigra",1676.9025,"Pinusnigra30r3"
"290","1/28/15","P.nigra",30,"r3",-0.013795,-9.69,45.97,"Pinus","nigra",2113.2409,"Pinusnigra30r3"
"291","11/20/14","P.nigra",35,"r1",-0.005702,-1.49,13.85,"Pinus","nigra",191.8225,"Pinusnigra35r1"
"292","11/20/14","P.nigra",35,"r1",-0.00802,-2.09,22.99,"Pinus","nigra",528.5401,"Pinusnigra35r1"
"293","11/20/14","P.nigra",35,"r1",-0.007526,-1.96,32.01,"Pinus","nigra",1024.6401,"Pinusnigra35r1"
"294","11/20/14","P.nigra",35,"r1",-0.016302,-4.25,40.95,"Pinus","nigra",1676.9025,"Pinusnigra35r1"
"295","11/20/14","P.nigra",35,"r1",-0.009859,-2.57,44.77,"Pinus","nigra",2004.3529,"Pinusnigra35r1"
"296","11/20/14","P.nigra",35,"r2",-0.003426,-1.99,14.08,"Pinus","nigra",198.2464,"Pinusnigra35r2"
"297","11/20/14","P.nigra",35,"r2",-0.002761,-1.61,22.93,"Pinus","nigra",525.7849,"Pinusnigra35r2"
"298","11/20/14","P.nigra",35,"r2",-0.010739,-6.25,32.12,"Pinus","nigra",1031.6944,"Pinusnigra35r2"
"299","11/20/14","P.nigra",35,"r2",-0.016486,-9.6,41.06,"Pinus","nigra",1685.9236,"Pinusnigra35r2"
"300","11/20/14","P.nigra",35,"r2",-0.010623,-6.19,44.62,"Pinus","nigra",1990.9444,"Pinusnigra35r2"
"311","1/16/15","P.pinaster",15,"r2",NA,NA,13.97,"Pinus","pinaster",195.1609,"Pinuspinaster15r2"
"312","1/16/15","P.pinaster",15,"r2",-0.00542,-4.48,23,"Pinus","pinaster",529,"Pinuspinaster15r2"
"313","1/16/15","P.pinaster",15,"r2",-0.01788,-14.78,32.14,"Pinus","pinaster",1032.9796,"Pinuspinaster15r2"
"314","1/16/15","P.pinaster",15,"r2",-0.023896,-19.75,39.98,"Pinus","pinaster",1598.4004,"Pinuspinaster15r2"
"315","1/16/15","P.pinaster",15,"r2",-0.025401,-21,49.87,"Pinus","pinaster",2487.0169,"Pinuspinaster15r2"
"326","1/8/15","P.pinaster",20,"r2",-0.000391,-0.35,13.89,"Pinus","pinaster",192.9321,"Pinuspinaster20r2"
"327","1/8/15","P.pinaster",20,"r2",NA,NA,23.1,"Pinus","pinaster",533.61,"Pinuspinaster20r2"
"328","1/8/15","P.pinaster",20,"r2",-0.022116,-19.73,31.97,"Pinus","pinaster",1022.0809,"Pinuspinaster20r2"
"329","1/8/15","P.pinaster",20,"r2",-0.030364,-27.09,41.03,"Pinus","pinaster",1683.4609,"Pinuspinaster20r2"
"330","1/8/15","P.pinaster",20,"r2",-0.030005,-26.77,45.26,"Pinus","pinaster",2048.4676,"Pinuspinaster20r2"
"336","12/3/14","P.pinaster",25,"r1",-0.004919,-1.53,13.9,"Pinus","pinaster",193.21,"Pinuspinaster25r1"
"337","12/3/14","P.pinaster",25,"r1",-0.010489,-3.27,23.14,"Pinus","pinaster",535.4596,"Pinuspinaster25r1"
"338","12/3/14","P.pinaster",25,"r1",-0.014979,-4.66,32.08,"Pinus","pinaster",1029.1264,"Pinuspinaster25r1"
"339","12/3/14","P.pinaster",25,"r1",-0.019565,-6.09,40.99,"Pinus","pinaster",1680.1801,"Pinuspinaster25r1"
"340","12/3/14","P.pinaster",25,"r1",-0.01678,-5.22,44.62,"Pinus","pinaster",1990.9444,"Pinuspinaster25r1"
"341","12/3/14","P.pinaster",25,"r2",-0.005666,-4.51,13.99,"Pinus","pinaster",195.7201,"Pinuspinaster25r2"
"342","12/3/14","P.pinaster",25,"r2",-0.005182,-4.12,22.5,"Pinus","pinaster",506.25,"Pinuspinaster25r2"
"343","12/3/14","P.pinaster",25,"r2",-0.008248,-6.56,32.11,"Pinus","pinaster",1031.0521,"Pinuspinaster25r2"
"344","12/3/14","P.pinaster",25,"r2",-0.01203,-9.57,40.92,"Pinus","pinaster",1674.4464,"Pinuspinaster25r2"
"345","12/3/14","P.pinaster",25,"r2",-0.013549,-10.78,49.8,"Pinus","pinaster",2480.04,"Pinuspinaster25r2"
"346","12/3/14","P.pinaster",25,"r3",-0.005205,-4.25,13.88,"Pinus","pinaster",192.6544,"Pinuspinaster25r3"
"347","12/3/14","P.pinaster",25,"r3",-0.009509,-7.76,22.92,"Pinus","pinaster",525.3264,"Pinuspinaster25r3"
"348","12/3/14","P.pinaster",25,"r3",-0.01779,-14.51,31.84,"Pinus","pinaster",1013.7856,"Pinuspinaster25r3"
"349","12/3/14","P.pinaster",25,"r3",-0.023863,-19.47,40.81,"Pinus","pinaster",1665.4561,"Pinuspinaster25r3"
"350","12/3/14","P.pinaster",25,"r3",-0.016011,-13.06,45.94,"Pinus","pinaster",2110.4836,"Pinuspinaster25r3"
"351","1/27/15","P.pinaster",30,"r1",-0.001786,-0.75,14.08,"Pinus","pinaster",198.2464,"Pinuspinaster30r1"
"352","1/27/15","P.pinaster",30,"r1",-0.003629,-1.52,23.03,"Pinus","pinaster",530.3809,"Pinuspinaster30r1"
"353","1/27/15","P.pinaster",30,"r1",-0.005551,-2.33,32.02,"Pinus","pinaster",1025.2804,"Pinuspinaster30r1"
"354","1/27/15","P.pinaster",30,"r1",-0.008258,-3.46,40.97,"Pinus","pinaster",1678.5409,"Pinuspinaster30r1"
"355","1/27/15","P.pinaster",30,"r1",-0.007575,-3.17,45.04,"Pinus","pinaster",2028.6016,"Pinuspinaster30r1"
"356","1/27/15","P.pinaster",30,"r2",NA,NA,14.13,"Pinus","pinaster",199.6569,"Pinuspinaster30r2"
"357","1/27/15","P.pinaster",30,"r2",-0.007277,-5.93,23.04,"Pinus","pinaster",530.8416,"Pinuspinaster30r2"
"358","1/27/15","P.pinaster",30,"r2",-0.010758,-8.76,32.06,"Pinus","pinaster",1027.8436,"Pinuspinaster30r2"
"359","1/27/15","P.pinaster",30,"r2",-0.016256,-13.24,41.19,"Pinus","pinaster",1696.6161,"Pinuspinaster30r2"
"360","1/27/15","P.pinaster",30,"r2",-0.014569,-11.87,45.19,"Pinus","pinaster",2042.1361,"Pinuspinaster30r2"
"366","11/13/14","P.pinaster",35,"r1",-0.004143,-1.33,13.88,"Pinus","pinaster",192.6544,"Pinuspinaster35r1"
"367","11/13/14","P.pinaster",35,"r1",-0.009805,-3.16,22.86,"Pinus","pinaster",522.5796,"Pinuspinaster35r1"
"368","11/13/14","P.pinaster",35,"r1",-0.016739,-5.39,32.19,"Pinus","pinaster",1036.1961,"Pinuspinaster35r1"
"369","11/13/14","P.pinaster",35,"r1",-0.026762,-8.61,40.8,"Pinus","pinaster",1664.64,"Pinuspinaster35r1"
"370","11/13/14","P.pinaster",35,"r1",-0.022587,-7.27,44.87,"Pinus","pinaster",2013.3169,"Pinuspinaster35r1"
"371","11/13/14","P.pinaster",35,"r2",NA,NA,14.07,"Pinus","pinaster",197.9649,"Pinuspinaster35r2"
"372","11/13/14","P.pinaster",35,"r2",-0.011396,-9.8,23,"Pinus","pinaster",529,"Pinuspinaster35r2"
"373","11/13/14","P.pinaster",35,"r2",-0.012877,-11.07,32.04,"Pinus","pinaster",1026.5616,"Pinuspinaster35r2"
"374","11/13/14","P.pinaster",35,"r2",-0.018844,-16.21,41.17,"Pinus","pinaster",1694.9689,"Pinuspinaster35r2"
"375","11/13/14","P.pinaster",35,"r2",-0.016313,-14.03,43.44,"Pinus","pinaster",1887.0336,"Pinuspinaster35r2"
"376","2/5/15","P.pinaster",35,"r4",-0.002795,-1.22,13.96,"Pinus","pinaster",194.8816,"Pinuspinaster35r4"
"377","2/5/15","P.pinaster",35,"r4",-0.005585,-2.43,22.96,"Pinus","pinaster",527.1616,"Pinuspinaster35r4"
"378","2/5/15","P.pinaster",35,"r4",-0.011195,-4.87,32.03,"Pinus","pinaster",1025.9209,"Pinuspinaster35r4"
"379","2/5/15","P.pinaster",35,"r4",-0.016454,-7.16,41.14,"Pinus","pinaster",1692.4996,"Pinuspinaster35r4"
"380","2/5/15","P.pinaster",35,"r4",-0.014071,-6.12,44.61,"Pinus","pinaster",1990.0521,"Pinuspinaster35r4"
"381","2/5/15","P.pinaster",35,"r5",-0.001268,-0.45,13.99,"Pinus","pinaster",195.7201,"Pinuspinaster35r5"
"382","2/5/15","P.pinaster",35,"r5",-0.004086,-1.45,23.06,"Pinus","pinaster",531.7636,"Pinuspinaster35r5"
"383","2/5/15","P.pinaster",35,"r5",-0.011054,-3.93,32.14,"Pinus","pinaster",1032.9796,"Pinuspinaster35r5"
"384","2/5/15","P.pinaster",35,"r5",-0.014956,-5.32,41.2,"Pinus","pinaster",1697.44,"Pinuspinaster35r5"
"385","2/5/15","P.pinaster",35,"r5",-0.011665,-4.15,44.67,"Pinus","pinaster",1995.4089,"Pinuspinaster35r5"
"386","1/15/15","P.pinea",15,"r1",-0.00214,-0.81,13.81,"Pinus","pinea",190.7161,"Pinuspinea15r1"
"387","1/15/15","P.pinea",15,"r1",-0.003926,-1.48,22.87,"Pinus","pinea",523.0369,"Pinuspinea15r1"
"388","1/15/15","P.pinea",15,"r1",-0.007518,-2.84,31.88,"Pinus","pinea",1016.3344,"Pinuspinea15r1"
"389","1/15/15","P.pinea",15,"r1",-0.008232,-3.11,40.68,"Pinus","pinea",1654.8624,"Pinuspinea15r1"
"390","1/15/15","P.pinea",15,"r1",-0.008839,-3.34,45.48,"Pinus","pinea",2068.4304,"Pinuspinea15r1"
"401","12/18/14","P.pinea",20,"r1",-0.006242,-2.3,13.87,"Pinus","pinea",192.3769,"Pinuspinea20r1"
"402","12/18/14","P.pinea",20,"r1",-0.009205,-3.39,23.03,"Pinus","pinea",530.3809,"Pinuspinea20r1"
"403","12/18/14","P.pinea",20,"r1",-0.014277,-5.26,31.94,"Pinus","pinea",1020.1636,"Pinuspinea20r1"
"404","12/18/14","P.pinea",20,"r1",-0.018431,-6.79,40.93,"Pinus","pinea",1675.2649,"Pinuspinea20r1"
"405","12/18/14","P.pinea",20,"r1",-0.014782,-5.44,44.79,"Pinus","pinea",2006.1441,"Pinuspinea20r1"
"416","12/1/14","P.pinea",25,"r1",-0.002493,-0.95,13.94,"Pinus","pinea",194.3236,"Pinuspinea25r1"
"417","12/1/14","P.pinea",25,"r1",-0.007252,-2.78,22.99,"Pinus","pinea",528.5401,"Pinuspinea25r1"
"418","12/1/14","P.pinea",25,"r1",-0.013132,-5.03,31.83,"Pinus","pinea",1013.1489,"Pinuspinea25r1"
"419","12/1/14","P.pinea",25,"r1",-0.015898,-6.08,40.92,"Pinus","pinea",1674.4464,"Pinuspinea25r1"
"420","12/1/14","P.pinea",25,"r1",-0.013964,-5.34,44.94,"Pinus","pinea",2019.6036,"Pinuspinea25r1"
"421","12/1/14","P.pinea",25,"r2",-0.003255,-3.5,14,"Pinus","pinea",196,"Pinuspinea25r2"
"422","12/1/14","P.pinea",25,"r2",-0.005258,-5.66,22.96,"Pinus","pinea",527.1616,"Pinuspinea25r2"
"423","12/1/14","P.pinea",25,"r2",-0.009124,-9.82,31.97,"Pinus","pinea",1022.0809,"Pinuspinea25r2"
"424","12/1/14","P.pinea",25,"r2",-0.010146,-10.92,41.11,"Pinus","pinea",1690.0321,"Pinuspinea25r2"
"425","12/1/14","P.pinea",25,"r2",-0.007717,-8.31,45.21,"Pinus","pinea",2043.9441,"Pinuspinea25r2"
"431","1/26/15","P.pinea",30,"r1",-0.002023,-0.75,14.11,"Pinus","pinea",199.0921,"Pinuspinea30r1"
"432","1/26/15","P.pinea",30,"r1",-0.003963,-1.46,23.05,"Pinus","pinea",531.3025,"Pinuspinea30r1"
"433","1/26/15","P.pinea",30,"r1",-0.006989,-2.58,32.02,"Pinus","pinea",1025.2804,"Pinuspinea30r1"
"434","1/26/15","P.pinea",30,"r1",-0.010537,-3.88,41.03,"Pinus","pinea",1683.4609,"Pinuspinea30r1"
"435","1/26/15","P.pinea",30,"r1",-0.01187,-4.37,44.16,"Pinus","pinea",1950.1056,"Pinuspinea30r1"
"446","1/20/15","P.sylvestris",15,"r1",-0.000377,-0.14,13.74,"Pinus","sylvestris",188.7876,"Pinussylvestris15r1"
"447","1/20/15","P.sylvestris",15,"r1",-0.004312,-1.62,22.97,"Pinus","sylvestris",527.6209,"Pinussylvestris15r1"
"448","1/20/15","P.sylvestris",15,"r1",-0.006828,-2.57,31.94,"Pinus","sylvestris",1020.1636,"Pinussylvestris15r1"
"449","1/20/15","P.sylvestris",15,"r1",-0.01117,-4.2,40.93,"Pinus","sylvestris",1675.2649,"Pinussylvestris15r1"
"450","1/20/15","P.sylvestris",15,"r1",-0.007932,-2.98,45.87,"Pinus","sylvestris",2104.0569,"Pinussylvestris15r1"
"461","1/13/15","P.sylvestris",20,"r2",-0.003968,-2.64,14.09,"Pinus","sylvestris",198.5281,"Pinussylvestris20r2"
"462","1/13/15","P.sylvestris",20,"r2",-0.01094,-7.27,23.05,"Pinus","sylvestris",531.3025,"Pinussylvestris20r2"
"463","1/13/15","P.sylvestris",20,"r2",-0.01461,-9.71,32.18,"Pinus","sylvestris",1035.5524,"Pinussylvestris20r2"
"464","1/13/15","P.sylvestris",20,"r2",-0.018005,-11.96,41,"Pinus","sylvestris",1681,"Pinussylvestris20r2"
"465","1/13/15","P.sylvestris",20,"r2",-0.016886,-11.22,44.24,"Pinus","sylvestris",1957.1776,"Pinussylvestris20r2"
"466","12/10/14","P.sylvestris",25,"r1",-0.005676,-1.74,13.78,"Pinus","sylvestris",189.8884,"Pinussylvestris25r1"
"467","12/10/14","P.sylvestris",25,"r1",-0.012637,-3.87,22.85,"Pinus","sylvestris",522.1225,"Pinussylvestris25r1"
"468","12/10/14","P.sylvestris",25,"r1",-0.018216,-5.59,31.94,"Pinus","sylvestris",1020.1636,"Pinussylvestris25r1"
"469","12/10/14","P.sylvestris",25,"r1",-0.024901,-7.64,40.82,"Pinus","sylvestris",1666.2724,"Pinussylvestris25r1"
"470","12/10/14","P.sylvestris",25,"r1",-0.020175,-6.19,44.29,"Pinus","sylvestris",1961.6041,"Pinussylvestris25r1"
"471","12/10/14","P.sylvestris",25,"r2",-0.003705,-2.28,13.89,"Pinus","sylvestris",192.9321,"Pinussylvestris25r2"
"472","12/10/14","P.sylvestris",25,"r2",-0.005152,-3.18,23.14,"Pinus","sylvestris",535.4596,"Pinussylvestris25r2"
"473","12/10/14","P.sylvestris",25,"r2",-0.005054,-3.12,31.07,"Pinus","sylvestris",965.3449,"Pinussylvestris25r2"
"474","12/10/14","P.sylvestris",25,"r2",-0.012417,-7.66,40.77,"Pinus","sylvestris",1662.1929,"Pinussylvestris25r2"
"475","12/10/14","P.sylvestris",25,"r2",-0.010765,-6.64,49.82,"Pinus","sylvestris",2482.0324,"Pinussylvestris25r2"
"481","1/29/15","P.sylvestris",30,"r1",-0.001361,-0.44,14.06,"Pinus","sylvestris",197.6836,"Pinussylvestris30r1"
"482","1/29/15","P.sylvestris",30,"r1",-0.002521,-0.81,23.07,"Pinus","sylvestris",532.2249,"Pinussylvestris30r1"
"483","1/29/15","P.sylvestris",30,"r1",-0.005328,-1.71,31.94,"Pinus","sylvestris",1020.1636,"Pinussylvestris30r1"
"484","1/29/15","P.sylvestris",30,"r1",-0.006584,-2.11,40.86,"Pinus","sylvestris",1669.5396,"Pinussylvestris30r1"
"485","1/29/15","P.sylvestris",30,"r1",-0.007051,-2.26,45.07,"Pinus","sylvestris",2031.3049,"Pinussylvestris30r1"
"486","1/29/15","P.sylvestris",30,"r2",-0.001584,-0.47,13.99,"Pinus","sylvestris",195.7201,"Pinussylvestris30r2"
"487","1/29/15","P.sylvestris",30,"r2",-0.004182,-1.25,23.15,"Pinus","sylvestris",535.9225,"Pinussylvestris30r2"
"488","1/29/15","P.sylvestris",30,"r2",-0.010444,-3.11,32.02,"Pinus","sylvestris",1025.2804,"Pinussylvestris30r2"
"489","1/29/15","P.sylvestris",30,"r2",-0.01717,-5.11,41.16,"Pinus","sylvestris",1694.1456,"Pinussylvestris30r2"
"490","1/29/15","P.sylvestris",30,"r2",-0.019678,-5.86,44.88,"Pinus","sylvestris",2014.2144,"Pinussylvestris30r2"
"491","1/29/15","P.sylvestris",30,"r3",-0.003254,-2.05,13.94,"Pinus","sylvestris",194.3236,"Pinussylvestris30r3"
"492","1/29/15","P.sylvestris",30,"r3",-0.007657,-4.83,23.06,"Pinus","sylvestris",531.7636,"Pinussylvestris30r3"
"493","1/29/15","P.sylvestris",30,"r3",-0.012701,-8,31.95,"Pinus","sylvestris",1020.8025,"Pinussylvestris30r3"
"494","1/29/15","P.sylvestris",30,"r3",-0.014366,-9.05,40.94,"Pinus","sylvestris",1676.0836,"Pinussylvestris30r3"
"495","1/29/15","P.sylvestris",30,"r3",-0.015979,-10.07,45.8,"Pinus","sylvestris",2097.64,"Pinussylvestris30r3"
"496","11/24/14","P.sylvestris",35,"r1",-0.003489,-0.98,13.92,"Pinus","sylvestris",193.7664,"Pinussylvestris35r1"
"497","11/24/14","P.sylvestris",35,"r1",-0.004722,-1.33,22.93,"Pinus","sylvestris",525.7849,"Pinussylvestris35r1"
"498","11/24/14","P.sylvestris",35,"r1",-0.011315,-3.18,32,"Pinus","sylvestris",1024,"Pinussylvestris35r1"
"499","11/24/14","P.sylvestris",35,"r1",-0.012746,-3.58,40.94,"Pinus","sylvestris",1676.0836,"Pinussylvestris35r1"
"500","11/24/14","P.sylvestris",35,"r1",-0.011681,-3.28,45,"Pinus","sylvestris",2025,"Pinussylvestris35r1"
"501","11/24/14","P.sylvestris",35,"r3",-0.004478,-3.03,13.88,"Pinus","sylvestris",192.6544,"Pinussylvestris35r3"
"502","11/24/14","P.sylvestris",35,"r3",-0.004906,-3.32,23.04,"Pinus","sylvestris",530.8416,"Pinussylvestris35r3"
"503","11/24/14","P.sylvestris",35,"r3",-0.012361,-8.37,31.9,"Pinus","sylvestris",1017.61,"Pinussylvestris35r3"
"504","11/24/14","P.sylvestris",35,"r3",-0.01547,-10.48,40.82,"Pinus","sylvestris",1666.2724,"Pinussylvestris35r3"
"505","11/24/14","P.sylvestris",35,"r3",-0.013225,-8.96,45.61,"Pinus","sylvestris",2080.2721,"Pinussylvestris35r3"
"506","11/24/14","P.sylvestris",35,"r2",-0.002462,-1.62,13.78,"Pinus","sylvestris",189.8884,"Pinussylvestris35r2"
"507","11/24/14","P.sylvestris",35,"r2",-0.005553,-3.65,22.91,"Pinus","sylvestris",524.8681,"Pinussylvestris35r2"
"508","11/24/14","P.sylvestris",35,"r2",-0.009879,-6.48,31.89,"Pinus","sylvestris",1016.9721,"Pinussylvestris35r2"
"509","11/24/14","P.sylvestris",35,"r2",-0.01486,-9.75,40.65,"Pinus","sylvestris",1652.4225,"Pinussylvestris35r2"
"510","11/24/14","P.sylvestris",35,"r2",-0.014778,-9.7,49.56,"Pinus","sylvestris",2456.1936,"Pinussylvestris35r2"
